7,0.77606,0.18387,0.40806,0.51025,0.17963,0.68231,0.71375,0.42834,0.56908,0.47343,0.51076,0.35607,0.43779,0.76103,0.80623,0.74501,0.52575,0.24448,0.63751
2,0.76838,0.22755,0.47097,0.58263,0.24984,0.73625,0.69402,0.45351,0.66753,0.53947,0.51191,0.29202,0.50844,0.81991,0.65921,0.74552,0.53441,0.41178,0.72841
2,0.75326,0.26968,0.45515,0.57038,0.40282,0.68056,0.64293,0.4486,0.76186,0.4674,0.49411,0.3366,0.62246,0.62713,0.43625,0.71808,0.46656,0.38282,0.6007
2,0.74853,0.25552,0.39637,0.56858,0.34707,0.5815,0.5756,0.45899,0.67016,0.39655,0.52398,0.38642,0.63275,0.71168,0.45022,0.79223,0.52522,0.40766,0.55326
7,0.76423,0.16072,0.28741,0.56237,0.27179,0.56463,0.65717,0.32874,0.61499,0.28718,0.45072,0.49363,0.24113,0.7631,0.71233,0.86571,0.68624,0.40305,0.67031
7,0.77989,0.1264,0.29799,0.58552,0.30276,0.6759,0.6951,0.34355,0.58224,0.24359,0.36686,0.57672,0.043074,0.81955,0.81604,0.7807,0.69989,0.47717,0.51511
7,0.77345,0.13818,0.34507,0.68794,0.3242,0.50647,0.65091,0.47204,0.55658,0.30188,0.36642,0.51372,0.14506,0.67632,0.69392,0.68529,0.58423,0.41851,0.42979
7,0.80752,0.16156,0.34808,0.65281,0.16849,0.55579,0.61648,0.49783,0.49922,0.45109,0.69638,0.36417,0.45947,0.63953,0.47033,0.68004,0.49736,0.46637,0.52452
7,0.83113,0.17307,0.29512,0.64318,0.14522,0.54352,0.57371,0.50648,0.58243,0.52972,0.6512,0.33405,0.5466,0.7282,0.50971,0.62498,0.48063,0.57689,0.59173
7,0.85884,0.19102,0.29643,0.48611,0.21332,0.65224,0.55255,0.52393,0.68128,0.50743,0.40862,0.35582,0.53983,0.77208,0.67634,0.57944,0.41983,0.54927,0.5346
7,0.83814,0.20356,0.38178,0.53028,0.26221,0.61406,0.61431,0.54751,0.67798,0.49206,0.17897,0.41875,0.45989,0.63716,0.74801,0.53839,0.45541,0.3275,0.48602
7,0.84687,0.17538,0.35869,0.50167,0.27136,0.67957,0.68198,0.40369,0.65692,0.44025,0.24903,0.52646,0.36846,0.45132,0.64527,0.64535,0.61875,0.29532,0.28767
2,0.84487,0.16944,0.37986,0.53794,0.3531,0.6511,0.68027,0.49383,0.5885,0.41311,0.37526,0.55849,0.38026,0.46459,0.68147,0.68478,0.6181,0.33214,0.26428
2,0.86228,0.17471,0.46096,0.5463,0.33126,0.61857,0.62138,0.51881,0.52489,0.40836,0.40898,0.48188,0.55542,0.54945,0.72603,0.74571,0.50034,0.48031,0.47061
2,0.85841,0.25215,0.47594,0.49756,0.29281,0.61067,0.60031,0.55382,0.48023,0.52371,0.45679,0.37463,0.67119,0.46259,0.66572,0.69919,0.35963,0.39613,0.56399
2,0.86093,0.27248,0.38852,0.54,0.3205,0.61152,0.58109,0.41577,0.48579,0.6514,0.43931,0.33686,0.74893,0.52502,0.47854,0.70657,0.46472,0.43245,0.48399
2,0.86418,0.25169,0.36945,0.55509,0.29354,0.70963,0.61986,0.52163,0.47624,0.63039,0.52546,0.38851,0.70424,0.49248,0.42994,0.66403,0.61441,0.36058,0.44444
2,0.87147,0.21899,0.44516,0.53387,0.26042,0.65723,0.58787,0.53481,0.5974,0.5458,0.50995,0.4367,0.7819,0.55269,0.40605,0.62727,0.64462,0.48074,0.51561
2,0.87491,0.25717,0.47346,0.46062,0.27809,0.56684,0.54267,0.51883,0.66519,0.47268,0.53592,0.46375,0.57534,0.4357,0.59607,0.61783,0.5383,0.54901,0.43588
2,0.8503,0.32385,0.55678,0.41127,0.43413,0.55015,0.57592,0.40452,0.62196,0.52166,0.4408,0.44499,0.52965,0.44989,0.64898,0.67826,0.57066,0.55682,0.4935
4,0.8447,0.32225,0.60013,0.50868,0.35282,0.59155,0.7095,0.37784,0.555,0.52337,0.49823,0.38928,0.46302,0.41602,0.57697,0.65398,0.5277,0.36301,0.48589
2,0.85382,0.29057,0.56483,0.58511,0.28575,0.59216,0.75366,0.476,0.64739,0.59454,0.45668,0.36032,0.58618,0.50678,0.5705,0.60083,0.41677,0.42815,0.39842
2,0.89219,0.26214,0.44599,0.65752,0.40635,0.62724,0.63687,0.41683,0.61418,0.49267,0.45299,0.28035,0.55385,0.58091,0.53855,0.52568,0.34474,0.3693,0.27614
2,0.86933,0.29099,0.39204,0.7002,0.52703,0.56162,0.53377,0.35881,0.57228,0.43472,0.41202,0.2851,0.57697,0.5832,0.50009,0.59811,0.25896,0.35325,0.12858
2,0.83816,0.31832,0.39205,0.71912,0.42771,0.49192,0.48295,0.3011,0.61593,0.39745,0.45183,0.4512,0.46034,0.57074,0.49587,0.65558,0.28622,0.37094,0.1952
2,0.82249,0.32079,0.36857,0.73127,0.29615,0.48486,0.47662,0.36773,0.67309,0.441,0.48032,0.51148,0.48142,0.45518,0.62024,0.69757,0.24028,0.52337,0.24106
2,0.86687,0.29569,0.29178,0.69125,0.33278,0.52784,0.5202,0.48453,0.58088,0.47344,0.49438,0.40538,0.63573,0.43084,0.6028,0.72766,0.27173,0.56228,0.38041
2,0.88695,0.31641,0.38146,0.68864,0.37048,0.6545,0.67522,0.52161,0.52962,0.56661,0.5659,0.21508,0.80132,0.47914,0.70691,0.75904,0.25546,0.45842,0.36719
2,0.87789,0.32232,0.53439,0.70612,0.31767,0.68043,0.73421,0.47026,0.55469,0.60697,0.56829,0.36102,0.79668,0.55216,0.79715,0.67551,0.43828,0.43598,0.52553
4,0.85023,0.32793,0.6978,0.67869,0.27399,0.6204,0.70379,0.41327,0.53616,0.63232,0.66099,0.28277,0.6592,0.57287,0.78951,0.50186,0.53072,0.45571,0.633
4,0.84601,0.32576,0.68714,0.58138,0.32012,0.51816,0.56108,0.48583,0.43268,0.52134,0.52469,0.36874,0.62163,0.63164,0.65634,0.47,0.55438,0.62196,0.61374
2,0.83341,0.37713,0.53449,0.45053,0.38065,0.57339,0.5231,0.53574,0.418,0.48651,0.49424,0.33007,0.49451,0.61895,0.63397,0.55105,0.54137,0.63494,0.51363
2,0.84789,0.34707,0.44123,0.51874,0.37223,0.60013,0.53407,0.51434,0.51763,0.41075,0.45556,0.36463,0.5751,0.51606,0.63509,0.62373,0.43967,0.65191,0.49555
2,0.85077,0.35926,0.5544,0.5871,0.35892,0.66517,0.66394,0.32214,0.52982,0.48397,0.46093,0.32695,0.52874,0.46955,0.73067,0.57446,0.43514,0.44152,0.58012
2,0.85338,0.37822,0.56032,0.56271,0.30371,0.64161,0.72941,0.20881,0.41615,0.40993,0.42238,0.43954,0.59118,0.47305,0.6271,0.61778,0.42113,0.31871,0.59237
2,0.85233,0.38727,0.451,0.5883,0.3208,0.57313,0.64547,0.35003,0.42515,0.50904,0.38528,0.3733,0.48315,0.45452,0.63198,0.61979,0.45824,0.31698,0.56721
2,0.86761,0.34111,0.42136,0.60299,0.41794,0.66527,0.59124,0.52944,0.62304,0.58537,0.44566,0.41431,0.49465,0.39588,0.57084,0.6823,0.43436,0.50988,0.48556
2,0.85915,0.32929,0.52804,0.58737,0.52141,0.68617,0.48722,0.52019,0.69232,0.64945,0.42978,0.48924,0.52022,0.50828,0.66897,0.65041,0.42704,0.63344,0.4649
2,0.86461,0.32103,0.52506,0.53997,0.45823,0.61373,0.49401,0.532,0.73835,0.53863,0.37006,0.51226,0.59932,0.55306,0.68934,0.60096,0.34626,0.6074,0.49561
2,0.88161,0.33698,0.5498,0.69591,0.39148,0.65946,0.51422,0.62803,0.72463,0.5273,0.40362,0.33144,0.58626,0.53592,0.68431,0.50326,0.33625,0.44496,0.43318
2,0.86914,0.36072,0.56012,0.74061,0.30619,0.77573,0.67848,0.64818,0.67245,0.56669,0.51613,0.41064,0.66316,0.40715,0.65116,0.5559,0.3385,0.294,0.36909
2,0.84137,0.39371,0.56879,0.65045,0.3247,0.69316,0.73608,0.46923,0.57423,0.60198,0.46572,0.38604,0.71679,0.38116,0.65079,0.63791,0.42123,0.36197,0.46561
2,0.83091,0.40465,0.56197,0.54028,0.33054,0.64255,0.62139,0.36792,0.64431,0.51636,0.36903,0.3072,0.6531,0.3116,0.71244,0.62592,0.483,0.60125,0.60966
2,0.82926,0.43428,0.55292,0.57511,0.36395,0.69678,0.6243,0.31,0.67963,0.50255,0.51478,0.39578,0.5265,0.43015,0.78682,0.57654,0.46074,0.69801,0.53364
2,0.8243,0.41658,0.52433,0.63073,0.36246,0.75696,0.59595,0.46569,0.60423,0.57067,0.6418,0.56423,0.61845,0.55752,0.80522,0.55335,0.4196,0.71556,0.44155
2,0.84306,0.36013,0.47521,0.66715,0.36917,0.69262,0.67952,0.42467,0.57374,0.55887,0.53358,0.52439,0.68338,0.6087,0.69039,0.5803,0.35417,0.60448,0.36412
2,0.8629,0.34123,0.42415,0.6387,0.3592,0.64468,0.65693,0.38782,0.62492,0.52762,0.37347,0.35138,0.64157,0.39463,0.65355,0.63175,0.36077,0.57527,0.2418
2,0.85758,0.39329,0.46602,0.65385,0.35729,0.56086,0.7291,0.23523,0.67506,0.47673,0.28938,0.33237,0.59196,0.3226,0.71568,0.65794,0.33857,0.47779,0.22934
2,0.8548,0.37335,0.44183,0.67482,0.37221,0.50336,0.60585,0.36876,0.64515,0.59859,0.34679,0.4137,0.50338,0.4486,0.73861,0.56897,0.4732,0.47868,0.48449
2,0.84262,0.33876,0.45472,0.65901,0.43808,0.59771,0.62192,0.54045,0.61099,0.60811,0.3807,0.50734,0.60293,0.59556,0.60517,0.47702,0.45186,0.44877,0.514
2,0.84126,0.34515,0.49581,0.60312,0.40994,0.64011,0.62886,0.58435,0.57558,0.5869,0.45656,0.49328,0.68074,0.40992,0.66263,0.5419,0.24675,0.51193,0.47642
2,0.84357,0.41243,0.60326,0.54024,0.3962,0.68465,0.62785,0.61904,0.58212,0.45964,0.36918,0.45115,0.7153,0.41047,0.73859,0.65616,0.11369,0.52455,0.62429
4,0.8823,0.3696,0.59248,0.55252,0.26091,0.50462,0.54111,0.51522,0.57045,0.52788,0.38446,0.39728,0.57768,0.54103,0.82686,0.64925,0.35772,0.45427,0.80678
4,0.88589,0.38683,0.59808,0.56229,0.30647,0.52109,0.65338,0.56443,0.5489,0.52974,0.39709,0.38787,0.60829,0.64815,0.68858,0.67803,0.59231,0.47485,0.62363
5,0.87228,0.39354,0.63051,0.59535,0.42893,0.51678,0.64435,0.44738,0.52505,0.59556,0.49297,0.3223,0.61093,0.50223,0.65621,0.74154,0.71309,0.55419,0.51542
2,0.85487,0.39967,0.52811,0.60038,0.46407,0.73192,0.57348,0.58718,0.62446,0.55125,0.40779,0.47476,0.7531,0.45117,0.57949,0.73826,0.52195,0.69324,0.6359
2,0.84951,0.36588,0.47193,0.57186,0.45136,0.75307,0.4076,0.46436,0.6604,0.57757,0.41213,0.57923,0.62854,0.43719,0.52293,0.65585,0.4444,0.61708,0.63789
2,0.85771,0.36293,0.52417,0.56787,0.4667,0.71281,0.54395,0.46678,0.60687,0.55898,0.39938,0.51012,0.43652,0.44838,0.63364,0.69548,0.26867,0.57123,0.49685
2,0.85498,0.37078,0.68317,0.5363,0.56856,0.65733,0.68223,0.37391,0.59728,0.55037,0.49616,0.34893,0.36447,0.48327,0.81604,0.68705,0.43548,0.50486,0.50915
2,0.86145,0.3654,0.59589,0.56568,0.51617,0.56246,0.73379,0.50129,0.72637,0.56453,0.50179,0.36065,0.52857,0.51805,0.92601,0.67678,0.34801,0.65315,0.56427
2,0.83442,0.38695,0.50088,0.54234,0.47365,0.48645,0.53748,0.47666,0.76379,0.50637,0.40095,0.40643,0.53873,0.49688,0.82868,0.68278,0.33678,0.56763,0.41484
2,0.84242,0.37162,0.33093,0.56028,0.44415,0.46353,0.52683,0.44714,0.70038,0.54517,0.37512,0.3312,0.46764,0.3958,0.75201,0.68304,0.37557,0.40108,0.26685
2,0.83296,0.36388,0.30847,0.58457,0.42441,0.65814,0.53637,0.42318,0.59462,0.52258,0.5465,0.39304,0.48541,0.43144,0.5429,0.60225,0.70959,0.29079,0.23065
2,0.84419,0.3846,0.29492,0.60368,0.44984,0.67275,0.42653,0.43726,0.53051,0.50099,0.62453,0.51884,0.44654,0.61148,0.58474,0.53992,0.71263,0.4406,0.23421
2,0.87504,0.41838,0.45321,0.61585,0.35345,0.64728,0.36226,0.51696,0.5027,0.4509,0.47381,0.50101,0.53456,0.59664,0.67393,0.54092,0.56441,0.54603,0.39533
2,0.88949,0.43611,0.53294,0.64417,0.32789,0.63386,0.51843,0.46787,0.55814,0.51392,0.30303,0.37526,0.52668,0.54849,0.82239,0.59294,0.42486,0.6541,0.49959
4,0.85935,0.39181,0.6078,0.54941,0.35593,0.60646,0.61539,0.41375,0.5381,0.53959,0.24722,0.44198,0.55402,0.56325,0.66609,0.67438,0.43424,0.59706,0.57438
